oc8051gmdaaddr,ictminisat,,timeout
oc8051gmdaaddr,minisat2,,timeout
oc8051gme0pc,cadical,,timeout
oc8051gme0pc,ictminisat,,timeout
oc8051gme0pc,minisat2,,timeout
oc8051gme2addr,cadical,,timeout
oc8051gme2addr,ictminisat,,timeout
oc8051gme2addr,minisat2,,timeout
oc8051gme5iram,cadical,,timeout
oc8051gme5iram,ictminisat,,timeout
oc8051gme5iram,minisat2,,timeout
oc8051gmecacc,cadical,,timeout
oc8051gmecacc,ictminisat,,timeout
oc8051gmecacc,minisat2,,timeout
oc8051gmf2iram,cadical,,timeout
oc8051gmf2iram,ictminisat,,timeout
oc8051gmf2iram,minisat2,,timeout
oc8051gmfbaddr,cadical,,timeout
oc8051gmfbaddr,ictminisat,,timeout
oc8051gmfbaddr,minisat2,,timeout
oc8051topo08,cadical,,timeout
oc8051topo08,ictminisat,,timeout
oc8051topo08,minisat2,,timeout
oc8051xiommuo5,cadical,,timeout
oc8051xiommuo5,ictminisat,,timeout
oc8051xiommuo5,minisat2,,timeout
oski15a01b00s,cadical,,timeout
oski15a01b00s,ictminisat,,timeout
oski15a01b00s,minisat2,,timeout
oski15a01b57s,cadical,,timeout
oski15a01b57s,ictminisat,,timeout
oski15a01b57s,minisat2,,timeout
oski15a07b0s,cadical,,timeout
oski15a07b0s,ictminisat,,timeout
oski15a07b0s,minisat2,,timeout
oski15a08b00s,cadical,,timeout
oski15a08b00s,ictminisat,,timeout
oski15a08b00s,minisat2,,timeout
oski15a08b08s,cadical,,timeout
oski15a08b08s,ictminisat,,timeout
oski15a08b08s,minisat2,,timeout
oski15a10b02s,cadical,,timeout
oski15a10b02s,ictminisat,,timeout
oski15a10b02s,minisat2,,timeout
oski15a14b22s,cadical,,timeout
oski15a14b22s,ictminisat,,timeout
oski15a14b22s,minisat2,,timeout
pcip1,cadical,0.07,refuted
pcip1,ictminisat,0.07,refuted
