benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
oc8051gm63iram;abcdeep;time;27;3600.07;28640.75;2211.8;abcsuperprove;time;-1;3600.02;41632.05;5750.5;avy;time;-1;3600.11;14392.78;1359.0;blimc;time;25;3600.06;3599.60;123.3;conpcheck;time;22;3600.07;10797.92;384.3;iimc;time;25;3600.08;28745.91;1172.2;iprover;time;24;3600.09;25350.57;71882.6;iproverdeep;time;23;3600.07;14490.81;50486.3;nuxmv;time;26;3600.02;14397.60;881.8;nuxmvbmc;time;26;3600.11;3599.50;620.3;pdtravdeep;time;-1;3600.17;14377.27;6272.7;pdtravthrd;time;-1;3600.41;20959.46;12804.4;shiftbmc;time;27;3600.09;3599.40;536.6;truss;time;18;3600.17;10834.84;1926.1
oc8051gm64pc;abcdeep;time;65;3600.11;28660.66;2160.7;abcsuperprove;uns;-1;990.99;12255.94;2404.1;avy;time;-1;3600.11;14391.96;1513.9;blimc;time;42;3600.10;3599.58;147.7;conpcheck;time;27;3600.03;10798.11;294.6;iimc;time;57;3600.10;28750.78;1194.5;iprover;time;41;3600.09;25336.73;93391.0;iproverdeep;time;43;3600.12;14491.34;74359.9;nuxmv;uns;-1;3002.22;12006.57;748.0;nuxmvbmc;time;58;3600.07;3599.45;504.5;pdtravdeep;time;-1;3600.17;14379.84;3998.8;pdtravthrd;time;-1;3600.31;17549.05;5686.9;shiftbmc;time;39;3600.08;3599.45;369.8;truss;time;23;3600.12;10834.68;1898.8
oc8051gm68addr;abcdeep;time;1044;3600.04;28619.94;11363.7;abcsuperprove;uns;-1;49.98;434.15;1034.7;avy;uns;-1;251.70;997.73;861.0;blimc;time;82;3600.07;3599.54;258.8;conpcheck;time;152;3600.07;10797.59;891.3;iimc;time;629;3600.11;28755.78;2642.3;iprover;time;205;3600.15;25251.11;125101.6;iproverdeep;time;119;3600.09;14489.25;96762.6;nuxmv;uns;-1;391.60;1561.91;1043.8;nuxmvbmc;time;756;3600.09;3599.17;3793.4;pdtravdeep;time;-1;3600.65;13472.43;10298.9;pdtravthrd;uns;-1;414.21;1793.80;2443.2;shiftbmc;time;607;3600.08;3599.58;3126.7;truss;time;35;3600.14;10828.42;2173.6
oc8051gm6dpc;abcdeep;time;78;3600.09;28634.07;2318.3;abcsuperprove;uns;-1;238.91;2523.25;1251.1;avy;uns;-1;2949.17;11789.04;1583.3;blimc;time;45;3600.06;3599.41;161.5;conpcheck;time;29;3600.08;10797.44;281.0;iimc;time;65;3600.04;28751.15;1221.1;iprover;time;63;3600.10;21736.15;91876.1;iproverdeep;time;48;3600.04;14492.39;69722.0;nuxmv;uns;-1;1100.01;4397.15;544.6;nuxmvbmc;time;67;3600.06;3599.14;560.3;pdtravdeep;time;-1;3600.23;14380.05;4146.6;pdtravthrd;time;-1;3600.20;20468.33;5611.2;shiftbmc;time;46;3600.12;3599.28;358.0;truss;time;23;3600.13;10828.05;2004.3
oc8051gm7daddr;abcdeep;time;1188;3600.07;28622.72;14721.0;abcsuperprove;uns;-1;62.12;547.26;1074.5;avy;uns;-1;289.96;1150.70;923.9;blimc;time;81;3600.11;3599.29;258.0;conpcheck;time;153;3600.07;10798.62;758.9;iimc;time;631;3600.14;28753.62;2635.5;iprover;time;203;3600.09;20323.37;127705.1;iproverdeep;time;193;3600.10;14488.53;106302.0;nuxmv;uns;-1;418.36;1671.53;1088.8;nuxmvbmc;time;713;3600.12;3599.20;3361.2;pdtravdeep;time;-1;3600.54;13472.09;11253.2;pdtravthrd;uns;-1;367.64;1541.41;2397.5;shiftbmc;time;588;3600.10;3599.11;2729.0;truss;time;36;3600.15;10828.26;2296.7
oc8051gm81pc;abcdeep;time;48;3600.06;28629.17;2120.3;abcsuperprove;time;-1;3600.06;42116.17;2852.5;avy;uns;-1;2887.62;11540.74;2179.9;blimc;time;37;3600.03;3599.32;142.1;conpcheck;time;26;3600.04;10798.64;339.9;iimc;time;40;3600.11;28751.55;1271.6;iprover;time;35;3600.05;25348.66;77113.4;iproverdeep;time;31;3600.10;14491.63;55538.6;nuxmv;time;41;3600.07;14400.03;703.2;nuxmvbmc;time;42;3600.08;3599.50;444.6;pdtravdeep;time;-1;3600.29;14380.31;5880.3;pdtravthrd;time;-1;3600.18;20961.07;7151.8;shiftbmc;time;35;3600.04;3599.33;367.0;truss;time;22;3600.11;10828.16;1892.6
oc8051gm88iram;abcdeep;time;53;3600.04;28640.41;2590.6;abcsuperprove;time;-1;3600.04;41358.99;4099.5;avy;time;-1;3600.06;14393.43;1620.0;blimc;time;40;3600.06;3599.54;137.9;conpcheck;time;27;3600.05;10797.11;315.9;iimc;time;37;3600.12;28752.58;1198.6;iprover;time;34;3600.05;22244.97;89298.7;iproverdeep;time;30;3600.09;10883.67;67482.3;nuxmv;time;40;3600.08;14398.24;832.2;nuxmvbmc;time;40;3600.11;3598.85;555.2;pdtravdeep;time;-1;3600.47;14376.58;8116.7;pdtravthrd;time;-1;3600.33;20960.49;8515.0;shiftbmc;time;38;3600.11;3599.23;475.8;truss;time;21;3600.14;10828.48;1874.0
oc8051gm8apc;abcdeep;time;78;3600.08;28635.69;2513.2;abcsuperprove;time;-1;3600.05;29109.54;2931.3;avy;time;-1;3600.09;14390.97;1530.6;blimc;time;44;3600.08;3599.51;154.2;conpcheck;time;29;3600.10;10797.43;369.2;iimc;time;67;3600.08;28752.09;1292.0;iprover;time;47;3600.06;25350.93;90211.1;iproverdeep;time;43;3600.09;14490.58;68451.7;nuxmv;time;21;3600.06;14398.05;800.6;nuxmvbmc;time;60;3600.12;3599.42;548.1;pdtravdeep;time;-1;3600.25;14379.72;4845.6;pdtravthrd;uns;-1;2837.49;16364.88;5727.1;shiftbmc;time;45;3600.07;3599.04;472.4;truss;time;23;3600.08;10831.99;1824.4
oc8051gm95pc;abcdeep;time;75;3600.06;28656.26;2237.3;abcsuperprove;time;-1;3600.05;41222.86;3580.2;avy;time;-1;3600.08;14390.29;1472.0;blimc;time;40;3600.05;3599.42;151.1;conpcheck;time;26;3600.10;10798.42;348.7;iimc;time;51;3600.04;28748.52;1172.9;iprover;time;46;3600.02;25346.20;83584.5;iproverdeep;time;36;3600.11;14488.49;72508.2;nuxmv;uns;-1;3022.57;12089.19;702.7;nuxmvbmc;time;54;3600.07;3599.46;513.8;pdtravdeep;time;-1;3600.17;14381.13;3937.8;pdtravthrd;time;-1;3600.22;20952.21;7272.5;shiftbmc;time;35;3600.10;3599.47;402.8;truss;time;22;3600.11;10831.11;1783.3
oc8051gm98addr;abcdeep;uns;-1;871.28;6797.06;5331.6;abcsuperprove;uns;-1;60.33;523.09;1076.8;avy;uns;-1;186.53;735.94;707.0;blimc;time;82;3600.04;3599.29;263.5;conpcheck;time;157;3600.06;10797.25;746.1;iimc;time;608;3600.11;28753.80;2511.8;iprover;time;157;3600.23;24879.56;127701.6;iproverdeep;time;121;3600.11;13349.29;101895.6;nuxmv;uns;-1;519.61;2077.13;1336.8;nuxmvbmc;time;795;3600.04;3598.69;4004.4;pdtravdeep;time;-1;3600.63;13472.50;11566.7;pdtravthrd;uns;-1;322.07;1553.06;2422.4;shiftbmc;time;609;3600.05;3599.28;2804.5;truss;time;35;3600.16;10828.16;2044.8
oc8051gm9ddata;abcdeep;time;1050;3600.07;28627.72;15769.0;abcsuperprove;uns;-1;62.71;482.19;1016.7;avy;uns;-1;445.47;1774.23;1157.6;blimc;time;82;3600.06;3599.54;262.5;conpcheck;time;156;3600.12;10797.51;670.7;iimc;time;614;3600.11;28753.41;2838.7;iprover;time;163;3600.06;24121.02;125901.9;iproverdeep;time;134;3600.04;11483.05;88718.5;nuxmv;uns;-1;282.17;1125.47;823.4;nuxmvbmc;time;749;3600.07;3598.97;3949.9;pdtravdeep;time;-1;3600.68;13466.45;12507.5;pdtravthrd;uns;-1;666.03;3029.98;3493.2;shiftbmc;time;610;3600.02;3599.01;2725.2;truss;time;36;3600.17;10828.75;2139.3
oc8051gma4pc;abcdeep;time;67;3600.07;28645.06;2016.8;abcsuperprove;time;-1;3600.08;42127.31;2945.5;avy;time;-1;3600.10;14391.93;1546.1;blimc;time;42;3600.07;3599.28;140.7;conpcheck;time;28;3600.05;10797.69;283.8;iimc;time;51;3600.12;28753.40;1210.0;iprover;time;47;3600.04;25334.35;86901.4;iproverdeep;time;39;3600.07;14490.03;70390.8;nuxmv;time;27;3600.11;14398.52;731.5;nuxmvbmc;time;54;3600.06;3599.47;517.5;pdtravdeep;time;-1;3600.14;14381.10;4163.3;pdtravthrd;time;-1;3600.21;18276.36;5770.0;shiftbmc;time;40;3600.09;3598.95;379.3;truss;time;23;3600.13;10833.67;1914.2
oc8051gma6data;abcdeep;uns;-1;1088.41;8537.36;6489.4;abcsuperprove;uns;-1;53.52;467.61;1027.8;avy;uns;-1;319.32;1269.91;1030.7;blimc;time;82;3600.08;3599.35;275.0;conpcheck;time;161;3600.09;10797.92;836.6;iimc;time;628;3600.14;28755.83;2588.6;iprover;time;202;3600.21;20469.89;127735.5;iproverdeep;time;215;3600.04;14406.83;122201.1;nuxmv;uns;-1;344.94;1377.06;1094.1;nuxmvbmc;time;801;3600.08;3599.16;4203.1;pdtravdeep;time;-1;3600.58;13469.46;11442.2;pdtravthrd;uns;-1;656.32;2814.78;3374.4;shiftbmc;time;673;3600.10;3598.90;3307.9;truss;time;36;3600.16;10828.82;2210.3
oc8051gmadacc;abcdeep;time;292;3600.04;28641.95;4672.9;abcsuperprove;uns;-1;385.00;4415.37;1577.5;avy;uns;-1;1179.70;4707.73;1199.2;blimc;time;63;3600.09;3599.75;213.1;conpcheck;time;56;3600.07;10799.27;384.9;iimc;time;104;3600.05;28760.32;1559.0;iprover;time;64;3600.05;21735.68;99903.5;iproverdeep;time;54;3600.11;14491.33;83166.6;nuxmv;time;41;3600.09;14397.07;1418.4;nuxmvbmc;time;168;3600.10;3598.91;1143.5;pdtravdeep;time;-1;3600.40;13479.01;7390.2;pdtravthrd;uns;-1;1068.61;5699.93;3648.5;shiftbmc;time;159;3600.07;3599.34;945.8;truss;time;25;3600.11;10829.56;1964.8
oc8051gmb6acc;abcdeep;time;128;3600.06;28657.17;2988.8;abcsuperprove;uns;-1;1074.44;12791.03;2601.4;avy;uns;-1;1995.95;7973.67;1345.0;blimc;time;50;3600.08;3599.38;175.6;conpcheck;time;32;3600.10;10798.54;367.1;iimc;time;67;3600.13;28754.60;1250.3;iprover;time;45;3600.07;25340.45;88842.2;iproverdeep;time;39;3600.04;14488.72;67650.3;nuxmv;time;83;3600.09;14396.79;991.8;nuxmvbmc;time;85;3600.07;3598.67;734.2;pdtravdeep;time;-1;3600.24;14378.73;4939.3;pdtravthrd;time;-1;3600.20;20935.06;6936.6;shiftbmc;time;56;3600.06;3598.92;520.5;truss;time;24;3600.10;10831.09;1861.1
oc8051gmb8addr;abcdeep;time;1096;3600.07;28625.13;15116.2;abcsuperprove;uns;-1;113.80;650.09;1274.6;avy;uns;-1;239.61;949.74;879.0;blimc;time;86;3600.03;3599.56;284.6;conpcheck;time;156;3600.05;10798.43;673.5;iimc;time;632;3600.06;28751.18;2946.2;iprover;time;156;3600.05;22257.85;125396.4;iproverdeep;time;188;3600.03;13229.97;99740.2;nuxmv;uns;-1;595.34;2376.79;1445.5;nuxmvbmc;time;634;3600.06;3598.93;3493.9;pdtravdeep;time;-1;3600.53;13473.45;10850.6;pdtravthrd;uns;-1;454.12;2203.66;2483.6;shiftbmc;time;631;3600.09;3599.59;3057.9;truss;time;34;3600.12;10826.24;2220.8
oc8051gmbfpc;abcdeep;time;31;3600.10;28651.92;1989.4;abcsuperprove;time;-1;3600.07;40758.68;3761.2;avy;time;-1;3600.03;14390.30;1478.5;blimc;time;29;3600.10;3599.08;112.4;conpcheck;time;22;3600.11;10798.12;312.4;iimc;time;28;3600.06;28752.14;1254.3;iprover;time;25;3600.07;24762.86;92620.6;iproverdeep;time;25;3600.11;14493.51;69898.4;nuxmv;time;17;3600.11;14398.01;859.2;nuxmvbmc;time;30;3600.12;3599.29;625.1;pdtravdeep;time;-1;3600.28;14378.35;7427.6;pdtravthrd;time;-1;3600.37;17528.89;10102.8;shiftbmc;time;25;3600.05;3599.52;470.0;truss;time;20;3600.19;10826.33;1884.5
oc8051gmc5addr;abcdeep;time;1119;3600.08;28612.15;12247.3;abcsuperprove;uns;-1;105.95;586.31;1204.9;avy;uns;-1;208.73;826.19;808.8;blimc;time;79;3600.02;3598.81;269.6;conpcheck;time;154;3600.04;10798.12;783.8;iimc;time;632;3600.09;28750.04;2840.6;iprover;time;184;3600.08;19538.87;120176.4;iproverdeep;time;175;3600.09;12806.08;98066.4;nuxmv;uns;-1;460.60;1839.53;1146.5;nuxmvbmc;time;779;3600.04;3599.28;3968.2;pdtravdeep;time;-1;3600.63;13469.33;10862.9;pdtravthrd;uns;-1;415.15;1741.86;2496.5;shiftbmc;time;633;3600.06;3599.26;3065.8;truss;time;37;3600.20;10828.02;2193.1
oc8051gmc6data;abcdeep;uns;-1;1159.18;9083.72;6727.6;abcsuperprove;uns;-1;58.36;522.97;1086.2;avy;uns;-1;284.63;1129.55;936.5;blimc;time;81;3600.03;3599.36;262.9;conpcheck;time;158;3600.09;10797.31;781.2;iimc;time;638;3600.14;28750.07;2631.6;iprover;time;181;3600.10;23340.29;127705.8;iproverdeep;time;195;3600.09;14493.02;112676.1;nuxmv;uns;-1;413.07;1648.96;1147.9;nuxmvbmc;time;788;3600.05;3598.92;3956.1;pdtravdeep;time;-1;3600.64;13469.22;12446.0;pdtravthrd;uns;-1;525.16;2401.87;2673.2;shiftbmc;time;659;3600.03;3599.18;3321.6;truss;time;38;3600.11;10826.96;2082.5
oc8051gmcadata;abcdeep;time;1153;3600.11;28615.56;12868.5;abcsuperprove;uns;-1;58.69;514.06;1091.1;avy;uns;-1;336.21;1336.19;1155.9;blimc;time;80;3600.08;3599.43;245.8;conpcheck;time;174;3600.08;10798.00;990.0;iimc;time;559;3600.11;28757.57;2466.1;iprover;time;155;3601.46;22023.47;127721.5;iproverdeep;time;221;3600.05;14486.33;112484.6;nuxmv;uns;-1;325.74;1298.78;997.7;nuxmvbmc;time;830;3600.06;3599.25;4260.4;pdtravdeep;time;-1;3600.64;13472.58;11745.1;pdtravthrd;uns;-1;391.25;1892.13;2441.4;shiftbmc;time;631;3600.05;3599.56;3148.9;truss;time;36;3600.16;10828.41;2196.5
oc8051gmcciram;abcdeep;time;58;3600.05;28643.00;2292.1;abcsuperprove;time;-1;3600.10;42063.17;3840.2;avy;time;-1;3600.10;14392.02;2112.5;blimc;time;47;3600.02;3599.37;168.7;conpcheck;time;30;3600.07;10798.80;304.5;iimc;time;51;3600.13;28754.45;1217.2;iprover;time;64;3600.08;23156.30;99755.3;iproverdeep;time;48;3600.05;14492.48;82391.5;nuxmv;time;57;3600.07;14395.29;782.7;nuxmvbmc;time;57;3600.06;3599.23;538.5;pdtravdeep;time;-1;3600.12;14379.73;5573.1;pdtravthrd;uns;-1;1763.27;9925.71;4515.4;shiftbmc;time;42;3600.08;3599.18;477.3;truss;time;24;3600.08;10828.68;1847.5
oc8051gmd7acc;abcdeep;time;66;3600.12;28631.32;2132.3;abcsuperprove;time;-1;3600.08;42113.02;3752.3;avy;time;-1;3600.04;14390.81;1482.5;blimc;time;45;3600.07;3599.05;147.0;conpcheck;time;29;3600.05;10798.69;296.3;iimc;time;55;3600.12;28754.63;1216.4;iprover;time;63;3600.10;21745.28;89614.5;iproverdeep;time;40;3600.04;14492.56;80461.1;nuxmv;time;64;3600.09;14397.98;804.6;nuxmvbmc;time;65;3600.06;3599.41;558.1;pdtravdeep;time;-1;3600.22;14379.28;4539.4;pdtravthrd;time;-1;3600.24;19114.18;6729.9;shiftbmc;time;44;3600.05;3599.22;383.1;truss;time;22;3600.11;10829.07;1874.8
oc8051gmdaaddr;abcdeep;time;1084;3600.10;28603.96;16041.1;abcsuperprove;uns;-1;62.09;557.16;1057.3;avy;uns;-1;206.83;818.07;737.4;blimc;time;81;3600.03;3599.69;265.3;conpcheck;time;147;3600.07;10798.46;761.2;iimc;time;573;3600.06;28756.62;2723.3;iprover;time;200;3600.09;23669.02;123088.4;iproverdeep;time;209;3600.08;14490.06;107866.4;nuxmv;uns;-1;552.89;2210.35;1355.0;nuxmvbmc;time;812;3600.02;3599.34;4274.0;pdtravdeep;time;-1;3600.67;13473.69;11656.7;pdtravthrd;uns;-1;384.54;1862.41;2389.2;shiftbmc;time;630;3600.02;3599.05;3042.3;truss;time;35;3600.18;10826.71;2171.0
oc8051gme0pc;abcdeep;time;70;3600.02;28636.19;2214.6;abcsuperprove;uns;-1;374.68;4107.28;1332.3;avy;time;-1;3600.06;14391.81;1680.8;blimc;time;43;3600.06;3599.44;149.5;conpcheck;time;28;3600.11;10797.71;357.7;iimc;time;54;3600.10;28756.33;1086.5;iprover;time;44;3600.12;25017.80;92923.9;iproverdeep;time;48;3600.12;14490.58;82461.0;nuxmv;uns;-1;3368.46;13471.42;746.8;nuxmvbmc;time;58;3600.09;3599.02;506.5;pdtravdeep;time;-1;3600.21;14380.21;4073.9;pdtravthrd;time;-1;3600.30;20958.17;6166.8;shiftbmc;time;40;3600.07;3598.92;449.4;truss;time;23;3600.08;10833.36;1800.9
oc8051gme2addr;abcdeep;time;317;3600.11;28619.73;4443.9;abcsuperprove;uns;-1;93.58;546.32;1010.8;avy;uns;-1;517.78;2062.23;918.7;blimc;time;68;3600.02;3599.28;193.6;conpcheck;time;68;3600.11;10798.66;392.3;iimc;time;174;3600.08;28754.65;1502.6;iprover;time;188;3600.32;20727.24;127701.4;iproverdeep;time;188;3600.03;14490.18;101094.6;nuxmv;uns;-1;649.07;2593.59;753.7;nuxmvbmc;time;249;3600.12;3599.14;1389.7;pdtravdeep;time;-1;3600.23;13480.28;7170.6;pdtravthrd;uns;-1;1724.14;8632.71;4399.4;shiftbmc;time;199;3600.06;3599.12;964.9;truss;time;29;3600.11;10829.62;2188.8
oc8051gme5iram;abcdeep;time;62;3600.05;28652.29;2381.4;abcsuperprove;uns;-1;2928.71;22736.44;2421.1;avy;time;-1;3600.03;14390.63;1455.0;blimc;time;48;3600.09;3599.28;177.5;conpcheck;time;38;3600.05;10799.97;372.1;iimc;time;52;3600.08;28750.64;1063.3;iprover;time;53;3600.05;25339.62;102839.9;iproverdeep;time;44;3600.03;13520.95;80058.8;nuxmv;time;55;3600.05;14397.87;873.4;nuxmvbmc;time;56;3600.05;3599.20;619.6;pdtravdeep;time;-1;3600.23;14382.40;5022.5;pdtravthrd;uns;-1;2000.06;11323.58;5037.3;shiftbmc;time;54;3600.03;3599.48;606.2;truss;time;24;3600.16;10835.37;2066.9
oc8051gmecacc;abcdeep;time;71;3600.12;28644.80;2432.1;abcsuperprove;time;-1;3600.07;42117.30;3309.8;avy;time;-1;3600.09;14390.71;1597.8;blimc;time;50;3600.09;3599.49;170.1;conpcheck;time;32;3600.02;10797.99;333.3;iimc;time;68;3600.10;28758.22;1374.2;iprover;time;91;3600.11;24242.90;91846.4;iproverdeep;time;42;3600.05;14494.49;81079.2;nuxmv;time;73;3600.03;14396.51;864.2;nuxmvbmc;time;76;3600.10;3598.83;653.9;pdtravdeep;time;-1;3600.22;14379.59;4569.1;pdtravthrd;uns;-1;1747.38;8984.67;4155.4;shiftbmc;time;50;3600.05;3599.23;464.0;truss;time;25;3600.12;10833.54;1918.7
oc8051gmf2iram;abcdeep;time;68;3600.04;28633.41;2339.1;abcsuperprove;time;-1;3600.04;28265.42;2302.6;avy;time;-1;3600.05;14390.42;1590.4;blimc;time;51;3600.07;3598.98;170.2;conpcheck;time;32;3600.12;10798.68;306.3;iimc;time;62;3600.11;28754.48;1338.2;iprover;uns;-1;3048.09;21396.09;113919.2;iproverdeep;time;82;3600.08;14488.37;94579.4;nuxmv;time;63;3600.05;14399.36;766.6;nuxmvbmc;time;63;3600.05;3599.67;531.5;pdtravdeep;time;-1;3600.15;14380.91;4549.1;pdtravthrd;time;-1;3600.22;20954.54;6423.7;shiftbmc;time;50;3600.06;3599.17;474.7;truss;time;24;3600.11;10831.90;1995.4
oc8051gmfbaddr;abcdeep;time;1331;3600.12;28625.79;15512.0;abcsuperprove;uns;-1;52.63;458.57;1034.5;avy;uns;-1;161.33;637.77;726.0;blimc;time;80;3600.08;3599.56;245.4;conpcheck;time;184;3600.08;10799.35;981.1;iimc;time;781;3600.09;28758.63;3287.5;iprover;time;235;3600.26;20970.39;127701.6;iproverdeep;time;274;3600.11;14488.12;115631.8;nuxmv;uns;-1;259.54;1036.40;1027.4;nuxmvbmc;unk;1001;3441.20;3440.30;4875.2;pdtravdeep;time;-1;3600.57;13473.18;11720.1;pdtravthrd;uns;-1;320.26;1333.87;2213.8;shiftbmc;time;665;3600.02;3599.74;3730.3;truss;time;38;3600.15;10828.73;2257.2
oc8051topo08;abcdeep;sat;26;154.17;912.24;1166.3;abcsuperprove;sat;3998;49.67;613.92;1484.8;avy;sat;42;604.62;2391.46;1275.7;blimc;time;16;3600.02;3599.62;157.0;conpcheck;sat;23;815.62;2438.23;326.0;iimc;time;16;3600.08;28729.36;1900.1;iprover;time;15;3600.04;25334.23;83216.9;iproverdeep;time;15;3600.12;14486.52;54586.8;nuxmv;sat;23;415.36;1657.94;920.6;nuxmvbmc;time;16;3600.05;3598.83;807.9;pdtravdeep;time;16;3602.26;14114.82;49764.2;pdtravthrd;sat;1497;120.13;481.59;2098.5;shiftbmc;time;16;3600.11;3599.37;311.5;truss;time;15;3600.13;10833.72;1779.5
oc8051xiommuo5;abcdeep;uns;-1;48.45;389.65;2769.1;abcsuperprove;uns;-1;1.27;4.32;988.5;avy;uns;-1;103.17;407.63;1865.1;blimc;time;185;3600.06;3599.25;107.6;conpcheck;uns;-1;1861.22;2912.25;317.7;iimc;uns;-1;1.92;8.00;68.5;iprover;time;201;3600.09;17276.97;112100.5;iproverdeep;time;113;3600.05;11703.88;94141.0;nuxmv;uns;-1;1256.77;5024.43;506.8;nuxmvbmc;time;322;3600.05;3598.74;721.2;pdtravdeep;time;2;3600.22;13471.68;11040.6;pdtravthrd;uns;-1;1.88;1.70;233.9;shiftbmc;time;210;3600.11;3598.73;343.9;truss;uns;-1;7.33;27.71;349.4
oski15a01b00s;abcdeep;time;17;3600.11;28142.67;6748.4;abcsuperprove;time;-1;3600.11;18959.23;8032.4;avy;time;-1;3600.04;14224.07;4459.4;blimc;time;14;3600.12;3599.51;754.8;conpcheck;time;11;3600.04;10799.91;1592.0;iimc;time;17;3600.26;27977.43;9359.7;iprover;time;8;3600.06;17902.05;127606.6;iproverdeep;time;7;3600.03;14492.67;106186.1;nuxmv;time;18;3600.09;14395.44;5587.3;nuxmvbmc;time;18;3600.05;3598.48;2859.8;pdtravdeep;time;-1;3601.13;14148.23;22716.2;pdtravthrd;time;-1;3600.70;17517.44;16905.5;shiftbmc;time;17;3600.10;3599.16;2179.6;truss;time;8;3600.14;10834.84;7090.2
oski15a01b57s;abcdeep;sat;1;12.56;13.34;1074.6;abcsuperprove;sat;1;8.47;14.38;1941.1;avy;sat;1;44.20;42.60;540.6;blimc;sat;1;28.51;27.89;108.1;conpcheck;sat;1;4.68;7.24;425.6;iimc;sat;1;122.08;159.30;4640.0;iprover;sat;1;271.52;1897.39;45044.4;iproverdeep;sat;1;321.55;1286.35;29381.9;nuxmv;sat;2;3.82;8.81;1211.6;nuxmvbmc;sat;1;5.30;4.66;430.2;pdtravdeep;sat;1;155.18;346.57;9675.2;pdtravthrd;sat;1;45.01;55.18;2711.2;shiftbmc;sat;1;136.32;135.56;400.3;truss;sat;1;22.37;40.44;2945.5
oski15a07b0s;abcdeep;time;6;3600.08;28426.10;3940.2;abcsuperprove;time;-1;3600.04;33331.86;7791.9;avy;time;-1;3600.02;14343.76;3280.9;blimc;time;5;3600.10;3599.69;261.0;conpcheck;time;6;3600.12;10798.02;632.7;iimc;time;6;3600.07;28492.02;2617.0;iprover;time;5;3600.06;25339.73;94205.1;iproverdeep;time;5;3600.11;14483.04;60587.0;nuxmv;time;6;3600.05;14398.14;8258.3;nuxmvbmc;time;6;3600.05;3599.37;2454.8;pdtravdeep;time;-1;3601.84;14187.84;32693.8;pdtravthrd;time;-1;3600.36;17756.43;13459.2;shiftbmc;time;8;3600.05;3598.48;867.4;truss;time;5;3600.09;10856.17;2360.3
oski15a08b00s;abcdeep;time;181;3600.04;27837.21;72761.6;abcsuperprove;uns;-1;1043.45;10849.09;37041.9;avy;uns;-1;2719.66;10393.47;17773.6;blimc;time;40;3600.17;3599.08;8535.2;conpcheck;time;60;3600.06;10796.78;11904.8;iimc;time;38;3600.18;11306.32;13391.5;iprover;time;4;3600.45;4876.62;127707.0;iproverdeep;time;5;3600.21;5876.42;127696.8;nuxmv;time;206;3600.08;14387.48;44580.4;nuxmvbmc;time;216;3600.10;3599.37;39842.2;pdtravdeep;time;60;3602.31;7281.28;56583.5;pdtravthrd;uns;-1;3439.38;14905.58;52858.3;shiftbmc;unk;155;3083.57;3082.42;27848.7;truss;time;5;3600.25;10790.79;11011.2
oski15a08b08s;abcdeep;sat;10;134.72;493.99;8057.3;abcsuperprove;sat;10;117.00;1065.85;13401.9;avy;sat;10;234.73;454.48;4604.3;blimc;sat;10;438.23;437.48;1903.7;conpcheck;sat;10;1256.48;3767.20;3042.3;iimc;sat;10;439.56;1474.28;8419.1;iprover;time;2;3600.16;4789.86;127687.8;iproverdeep;time;5;3600.18;4783.73;127701.6;nuxmv;sat;10;94.07;364.59;9760.3;nuxmvbmc;sat;10;88.36;87.96;1963.3;pdtravdeep;sat;10;509.21;1336.75;14831.4;pdtravthrd;sat;10;542.83;1842.92;11071.1;shiftbmc;sat;10;554.76;554.10;2416.8;truss;time;5;3600.29;10781.61;9505.5
oski15a10b02s;abcdeep;time;23;3600.02;28506.75;4506.3;abcsuperprove;time;-1;3600.03;29822.07;4571.6;avy;time;-1;3600.03;14360.11;2448.4;blimc;time;28;3600.06;3599.65;247.5;conpcheck;time;21;3600.09;10798.05;500.1;iimc;time;19;3600.08;28542.99;1864.9;iprover;time;11;3600.07;25274.12;121201.1;iproverdeep;time;11;3600.07;14486.75;84888.7;nuxmv;time;16;3600.12;14396.59;1895.1;nuxmvbmc;time;16;3600.03;3599.22;1377.5;pdtravdeep;time;-1;3600.40;13973.32;7945.0;pdtravthrd;time;-1;3600.44;20737.61;12187.8;shiftbmc;time;35;3600.05;3599.01;694.9;truss;time;10;3600.12;10825.33;1843.6
oski15a14b22s;abcdeep;time;101;3600.04;28688.96;3741.8;abcsuperprove;uns;-1;16.75;198.51;1661.4;avy;uns;-1;280.86;1104.45;1119.8;blimc;time;36;3600.04;3599.38;437.8;conpcheck;time;175;3600.09;10798.79;1465.2;iimc;time;48;3600.14;28558.45;2006.6;iprover;time;31;3600.05;22143.81;127614.8;iproverdeep;time;27;3600.02;14491.42;101853.8;nuxmv;uns;-1;498.43;1989.08;1117.1;nuxmvbmc;time;43;3600.03;3598.92;1217.4;pdtravdeep;time;-1;3600.26;14095.12;7151.9;pdtravthrd;uns;-1;256.26;877.13;3266.1;shiftbmc;time;427;3600.05;3598.79;3371.8;truss;time;20;3600.13;10822.24;2718.9
