benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
6s355rb08740;abcdeep;uns;-1;4.89;4.76;792.6;abcsuperprove;uns;-1;1.42;0.59;61.8;avy;time;-1;3600.06;3593.74;55.3;blimc;unk;1000;360.59;359.79;4412.3;conpcheck;uns;-1;2.16;1.96;74.0;iimc;uns;-1;0.69;0.09;32.3;iprover;unk;-1;2.02;7.75;922.3;iproverdeep;unk;-1;1.99;4.06;509.6;nuxmv;uns;-1;3.39;9.20;439.2;nuxmvbmc;unk;1001;2.11;1.46;100.5;pdtravdeep;uns;-1;1.01;0.80;160.9;pdtravthrd;uns;-1;1.63;0.79;161.2;shiftbmc;unk;1000;12.37;11.77;60.8;truss;uns;-1;3.38;3.29;412.6
6s359r;abcdeep;time;2253191;3600.43;12721.27;127703.7;abcsuperprove;time;-1;3600.16;25531.99;127748.9;avy;time;-1;3600.11;10793.24;9868.5;blimc;time;19;3600.08;3599.47;62.0;conpcheck;time;5;3600.07;10798.32;256.7;iimc;time;35;3600.24;26673.11;3071.3;iprover;uns;-1;360.75;2523.30;7097.5;iproverdeep;time;11;3600.07;10875.13;11591.7;nuxmv;uns;-1;523.11;2091.42;358.5;nuxmvbmc;time;41;3600.11;3598.89;424.5;pdtravdeep;time;3074;3600.10;5579.90;2990.8;pdtravthrd;time;-1;3600.45;22199.93;10972.7;shiftbmc;time;8;3600.12;3599.37;300.3;truss;uns;-1;1130.43;3483.30;670.1
6s365r;abcdeep;time;1756;3600.04;28791.16;5413.4;abcsuperprove;time;-1;3600.11;46193.46;9770.1;avy;time;-1;3600.06;10795.13;5141.9;blimc;time;353;3600.12;3599.62;109.5;conpcheck;time;356;3600.11;10797.79;427.9;iimc;time;746;3600.15;28177.25;3095.7;iprover;time;195;3600.09;21270.69;114351.6;iproverdeep;time;100;3600.09;13668.85;106201.4;nuxmv;time;1588;3600.03;14398.46;977.2;nuxmvbmc;unk;1001;1449.38;1448.76;454.7;pdtravdeep;time;6;3600.11;13490.39;5863.2;pdtravthrd;time;-1;3600.63;21144.91;11123.2;shiftbmc;time;849;3600.11;3599.21;526.6;truss;time;991;3600.60;10830.29;11119.0
6s366r;abcdeep;time;96;3600.10;28671.90;3147.8;abcsuperprove;time;-1;3600.08;38910.16;6477.1;avy;time;-1;3600.07;14391.63;16152.4;blimc;time;70;3600.07;3599.45;262.2;conpcheck;time;69;3600.09;10797.99;443.4;iimc;time;70;3600.07;28774.38;2065.0;iprover;time;33;3600.09;25357.36;85811.0;iproverdeep;time;29;3600.03;14494.86;53272.9;nuxmv;time;67;3600.12;14396.73;8340.2;nuxmvbmc;time;70;3600.02;3599.01;833.6;pdtravdeep;time;-1;3600.59;14321.67;10075.4;pdtravthrd;uns;-1;969.48;6525.19;4681.7;shiftbmc;time;70;3600.03;3598.91;442.5;truss;time;56;3600.22;10828.13;3081.4
6s367r;abcdeep;time;73;3600.08;28648.31;5071.9;abcsuperprove;time;-1;3600.06;28298.77;5072.3;avy;time;-1;3600.06;14392.96;3369.4;blimc;time;68;3600.03;3599.44;140.6;conpcheck;time;72;3600.04;10797.38;377.9;iimc;time;72;3600.06;28771.83;1384.5;iprover;time;29;3600.04;25334.57;84025.3;iproverdeep;time;27;3600.05;14449.89;64118.5;nuxmv;time;28;3600.12;14396.63;14609.5;nuxmvbmc;time;28;3600.04;3599.42;258.7;pdtravdeep;time;-1;3600.49;14336.88;17204.2;pdtravthrd;time;-1;3600.61;25022.03;14011.7;shiftbmc;time;73;3600.07;3599.50;345.8;truss;time;71;3600.21;10827.85;3231.8
6s37;abcdeep;time;133;3600.09;28762.86;3604.7;abcsuperprove;time;-1;3600.07;26617.37;3259.7;avy;time;-1;3600.11;14395.30;1772.5;blimc;time;123;3600.03;3598.97;162.4;conpcheck;time;119;3600.12;10797.60;404.3;iimc;time;122;3600.14;28788.99;2268.6;iprover;time;83;3600.08;22795.16;106805.7;iproverdeep;time;83;3600.06;14485.08;80136.1;nuxmv;time;124;3600.09;14399.51;1978.5;nuxmvbmc;time;126;3600.02;3599.22;1581.8;pdtravdeep;time;-1;3600.96;14371.61;31647.8;pdtravthrd;time;-1;3600.83;21538.57;21331.4;shiftbmc;time;122;3600.05;3599.33;426.3;truss;time;84;3600.10;10846.99;2450.4
6s372rb26;abcdeep;uns;-1;4.14;16.35;4050.6;abcsuperprove;uns;-1;0.93;1.62;779.4;avy;uns;-1;1.96;0.93;156.6;blimc;unk;1000;71.49;70.88;844.1;conpcheck;uns;-1;3.49;4.28;89.1;iimc;uns;-1;24.68;173.22;579.9;iprover;time;165;3600.14;13219.46;127615.0;iproverdeep;time;185;3600.11;11668.14;127695.8;nuxmv;uns;-1;1.61;2.07;173.0;nuxmvbmc;unk;1001;29.42;28.96;1694.3;pdtravdeep;time;344;3600.08;5395.85;1714.1;pdtravthrd;uns;-1;2.37;1.94;233.4;shiftbmc;unk;1000;9.53;8.58;1325.8;truss;uns;-1;13.17;48.36;541.2
6s374b029;abcdeep;sat;10;12.25;13.25;1081.4;abcsuperprove;sat;10;6.99;11.94;2004.3;avy;sat;10;38.70;37.32;357.1;blimc;sat;10;33.95;33.49;202.4;conpcheck;sat;10;88.46;259.31;360.5;iimc;sat;12;129.10;203.76;3831.9;iprover;sat;10;692.55;4856.72;124462.7;iproverdeep;sat;10;742.27;2978.61;72672.3;nuxmv;sat;10;9.45;29.52;1637.9;nuxmvbmc;sat;10;6.97;6.55;467.5;pdtravdeep;sat;10;45.80;68.04;2582.1;pdtravthrd;sat;128;42.95;92.83;4475.1;shiftbmc;sat;10;198.82;198.17;790.7;truss;sat;10;38.30;112.85;3083.8
6s374b114;abcdeep;uns;-1;12.97;17.98;2883.2;abcsuperprove;uns;-1;3.14;2.27;1031.0;avy;time;-1;3600.10;3576.10;139.0;blimc;unk;1000;12.86;12.78;48.5;conpcheck;uns;-1;2.68;2.04;151.4;iimc;uns;-1;0.95;0.28;63.1;iprover;time;146;3600.14;21185.47;74691.6;iproverdeep;time;87;3600.10;10879.33;44992.1;nuxmv;uns;-1;3.29;6.79;999.7;nuxmvbmc;unk;1001;86.60;85.93;231.1;pdtravdeep;uns;-1;3.31;2.29;383.2;pdtravthrd;uns;-1;2.98;2.30;582.5;shiftbmc;unk;1000;129.87;129.18;179.0;truss;uns;-1;66.08;205.14;3368.4
6s376r;abcdeep;time;179;3600.03;28363.74;9771.6;abcsuperprove;time;-1;3600.03;27834.21;8483.9;avy;time;-1;3600.03;14344.75;3226.2;blimc;time;123;3600.11;3599.61;1616.0;conpcheck;time;135;3600.04;10797.58;2974.8;iimc;time;203;3600.09;27922.07;4224.8;iprover;time;36;3600.33;19350.62;127676.4;iproverdeep;time;36;3600.04;14483.30;98646.7;nuxmv;time;223;3600.05;14397.28;7593.0;nuxmvbmc;time;227;3600.03;3599.21;5754.5;pdtravdeep;time;0;3600.61;6957.87;10816.5;pdtravthrd;time;-1;3600.34;21035.37;12628.4;shiftbmc;time;344;3600.03;3598.85;6462.9;truss;time;49;3600.14;10823.82;4726.2
6s377r;abcdeep;time;71;3600.05;28363.94;3651.9;abcsuperprove;time;-1;3600.05;34663.39;5079.3;avy;time;-1;3600.12;14345.86;2861.1;blimc;time;63;3600.07;3599.56;488.8;conpcheck;time;55;3600.05;10799.06;1149.3;iimc;time;63;3600.06;27929.32;2697.2;iprover;time;47;3600.24;15955.26;127661.3;iproverdeep;time;45;3600.06;14481.14;102960.6;nuxmv;time;20;3600.08;14396.79;3278.4;nuxmvbmc;time;63;3600.05;3599.32;1382.5;pdtravdeep;time;0;3600.17;5232.01;4843.7;pdtravthrd;time;-1;3600.34;19095.57;10165.8;shiftbmc;time;63;3600.07;3600.02;1259.2;truss;time;40;3600.16;10822.93;3611.6
6s38;abcdeep;time;88;3600.06;28728.11;2252.1;abcsuperprove;uns;-1;159.55;1232.22;1204.0;avy;uns;-1;263.71;1047.43;586.9;blimc;time;35;3600.11;3599.59;192.7;conpcheck;time;37;3600.11;10798.73;311.8;iimc;uns;-1;1337.66;10638.21;853.1;iprover;time;22;3600.04;25343.90;89523.4;iproverdeep;time;21;3600.07;14487.71;60011.1;nuxmv;uns;-1;508.14;2028.00;454.7;nuxmvbmc;time;61;3600.06;3599.60;521.7;pdtravdeep;time;-1;3600.30;14377.08;9019.0;pdtravthrd;uns;-1;249.03;1449.62;1929.1;shiftbmc;time;69;3600.03;3599.16;466.4;truss;time;14;3600.11;10828.64;1693.1
6s380b511;abcdeep;sat;18;2.51;1.62;115.9;abcsuperprove;sat;18;1.24;0.48;49.3;avy;sat;18;3.48;3.02;101.1;blimc;sat;18;1.49;0.79;15.1;conpcheck;sat;18;2.36;3.08;94.3;iimc;sat;20;1.23;1.32;97.6;iprover;sat;18;16.03;109.69;3428.8;iproverdeep;sat;18;16.64;62.82;2105.8;nuxmv;sat;18;1.29;1.30;212.5;nuxmvbmc;sat;18;0.54;0.27;50.3;pdtravdeep;sat;18;12.29;10.01;696.4;pdtravthrd;sat;18;13.77;14.71;1286.2;shiftbmc;sat;18;6.27;5.48;39.5;truss;sat;18;5.13;14.98;571.3
6s384rb024;abcdeep;uns;-1;3.40;3.77;697.7;abcsuperprove;uns;-1;1.33;0.51;59.9;avy;time;-1;3600.10;3597.24;51.9;blimc;unk;1000;1.00;0.39;13.1;conpcheck;uns;-1;2.77;2.04;71.1;iimc;uns;-1;0.71;0.08;0.0;iprover;time;851;3600.16;13004.54;127619.9;iproverdeep;time;686;3600.14;12032.26;127639.9;nuxmv;uns;-1;0.81;1.87;327.7;nuxmvbmc;unk;1001;0.77;0.26;59.7;pdtravdeep;uns;-1;1.41;1.19;238.5;pdtravthrd;uns;-1;2.19;1.40;398.5;shiftbmc;unk;1000;49.67;48.97;684.4;truss;uns;-1;8.57;25.96;976.0
6s387rb291;abcdeep;time;20;3600.10;28201.49;4590.0;abcsuperprove;uns;-1;1869.51;13011.28;8772.3;avy;time;-1;3600.04;14255.79;5339.8;blimc;time;13;3600.09;3599.61;819.6;conpcheck;time;13;3600.05;10798.64;1492.5;iimc;time;13;3600.23;28324.98;7684.4;iprover;time;11;3600.16;12950.48;127667.5;iproverdeep;time;10;3600.10;14330.72;123908.6;nuxmv;time;11;3600.06;14393.05;6509.6;nuxmvbmc;time;13;3600.11;3599.03;2525.9;pdtravdeep;time;-1;3600.93;14171.20;19606.2;pdtravthrd;time;-1;3601.00;21522.26;22193.6;shiftbmc;time;13;3600.03;3599.31;1344.0;truss;time;12;3600.17;10819.79;6364.0
6s389b02;abcdeep;sat;0;1.87;1.20;110.4;abcsuperprove;sat;0;1.38;0.82;70.1;avy;sat;0;4.77;3.91;66.6;blimc;sat;0;4.42;3.90;15.5;conpcheck;sat;0;2.80;2.05;69.0;iimc;sat;0;25.08;25.18;267.1;iprover;sat;0;8.07;51.36;3486.2;iproverdeep;sat;0;8.01;28.15;2012.5;nuxmv;sat;0;0.74;0.28;153.1;nuxmvbmc;sat;0;0.72;0.14;45.7;pdtravdeep;sat;1;182.27;181.89;696.3;pdtravthrd;sat;1;187.16;373.57;1458.9;shiftbmc;sat;0;6.33;6.18;54.0;truss;sat;0;1.85;1.52;217.5
6s391rb379;abcdeep;uns;-1;1.89;0.87;214.2;abcsuperprove;uns;-1;1.47;0.31;54.7;avy;time;-1;3600.05;3598.99;28.7;blimc;time;664;3600.02;3599.26;1007.5;conpcheck;uns;-1;3.10;1.96;62.3;iimc;uns;-1;1.11;0.09;27.8;iprover;time;472;3600.46;14043.07;127666.7;iproverdeep;time;645;3600.15;13928.08;127695.2;nuxmv;uns;-1;0.67;1.23;167.7;nuxmvbmc;unk;1001;1337.17;1336.73;3401.6;pdtravdeep;uns;-1;1.91;1.49;144.5;pdtravthrd;uns;-1;1.41;1.19;233.3;shiftbmc;unk;1000;4.51;3.88;64.2;truss;uns;-1;1.61;2.47;188.0
6s393r;abcdeep;time;193;3600.10;28788.59;2162.5;abcsuperprove;time;-1;3600.11;46504.74;4834.6;avy;time;-1;3600.03;14394.65;1035.1;blimc;time;135;3600.09;3599.29;78.8;conpcheck;time;14;3600.08;10799.40;311.3;iimc;time;16;3600.38;28161.48;5015.8;iprover;uns;-1;3121.84;21967.15;18248.7;iproverdeep;time;11;3600.10;14490.34;17803.5;nuxmv;uns;-1;3053.99;12211.36;702.8;nuxmvbmc;time;83;3600.02;3599.79;459.0;pdtravdeep;time;-1;3600.13;14390.84;2224.6;pdtravthrd;uns;-1;211.36;1457.15;2279.3;shiftbmc;time;25;3600.04;3599.36;257.9;truss;time;10;3600.08;10828.13;1834.4
6s394r;abcdeep;time;240;3600.04;28789.01;2500.3;abcsuperprove;time;-1;3600.03;46514.31;6240.0;avy;time;-1;3600.05;10798.44;648.8;blimc;time;153;3600.04;3599.55;85.9;conpcheck;time;22;3600.05;10797.04;243.3;iimc;time;28;3600.35;28201.92;5136.1;iprover;uns;-1;225.67;1576.61;9016.4;iproverdeep;time;15;3600.04;14489.32;14074.9;nuxmv;time;131;3600.09;14396.72;681.4;nuxmvbmc;time;131;3600.04;3599.24;429.4;pdtravdeep;time;1;3600.08;14395.01;2229.9;pdtravthrd;uns;-1;44.68;298.93;1288.5;shiftbmc;time;54;3600.08;3599.10;249.1;truss;time;14;3600.11;10841.12;1768.4
6s398b09;abcdeep;time;-1;3600.09;63476.95;834.2;abcsuperprove;time;-1;3600.05;63426.33;442.3;avy;time;-1;3600.04;3598.16;76.2;blimc;time;-1;3600.06;3599.38;108.5;conpcheck;time;-1;3600.07;10798.34;294.4;iimc;time;-1;3600.33;26622.60;3311.3;iprover;time;-1;3600.09;25330.92;1634.7;iproverdeep;time;-1;3600.07;14467.99;926.8;nuxmv;time;-1;3600.07;14396.75;312.9;nuxmvbmc;time;-1;3600.12;3599.64;105.2;pdtravdeep;time;-1;3600.03;3599.24;587.5;pdtravthrd;time;-1;3600.10;3599.08;589.9;shiftbmc;time;-1;3600.05;3599.21;161.8;truss;time;-1;3600.10;10848.33;499.3
6s399b02;abcdeep;time;0;3600.05;63517.50;986.6;abcsuperprove;time;-1;3600.05;63435.49;489.6;avy;time;-1;3600.06;14390.81;2494.1;blimc;time;0;3600.05;3599.50;119.9;conpcheck;time;0;3600.08;10798.87;192.1;iimc;time;0;3600.47;26623.78;4755.6;iprover;time;0;3600.08;25359.52;2250.2;iproverdeep;time;0;3600.05;14490.99;1379.1;nuxmv;time;0;3600.09;14397.73;378.1;nuxmvbmc;time;0;3600.03;3599.17;111.3;pdtravdeep;time;-1;3600.03;14378.28;1499.6;pdtravthrd;unk;-1;2.81;3.14;233.9;shiftbmc;time;0;3600.03;3599.44;167.8;truss;time;0;3600.11;10864.77;580.4
6s4;abcdeep;time;17273836;3600.23;8284.04;127735.8;abcsuperprove;uns;-1;535.54;3167.96;14697.6;avy;time;-1;3600.10;10794.81;4704.2;blimc;unk;1000;84.43;83.99;265.6;conpcheck;time;1000;3600.05;6638.47;539.8;iimc;uns;-1;184.96;1461.54;1105.3;iprover;time;269;3600.22;13451.25;127611.8;iproverdeep;time;255;3600.14;10276.48;107717.1;nuxmv;time;9661;3600.07;14395.83;7260.1;nuxmvbmc;unk;1001;55.57;54.96;741.8;pdtravdeep;uns;-1;2272.01;7636.70;35091.5;pdtravthrd;uns;-1;2978.69;16024.36;44474.4;shiftbmc;unk;1000;49.64;48.67;465.1;truss;time;379;3600.13;10827.64;2041.1
6s400rb07819;abcdeep;uns;-1;4.05;4.64;676.2;abcsuperprove;uns;-1;0.67;0.53;62.4;avy;time;-1;3600.04;3594.03;54.9;blimc;unk;1000;278.85;278.14;1559.3;conpcheck;uns;-1;2.92;1.97;73.2;iimc;uns;-1;0.34;0.10;32.1;iprover;unk;-1;1.94;7.24;897.7;iproverdeep;unk;-1;1.91;4.12;523.2;nuxmv;uns;-1;3.79;9.19;431.2;nuxmvbmc;unk;1001;2.10;1.37;99.9;pdtravdeep;uns;-1;1.40;0.79;162.8;pdtravthrd;uns;-1;1.04;0.79;160.2;shiftbmc;unk;1000;12.73;11.78;59.3;truss;uns;-1;3.60;3.16;391.6
6s402rb0342;abcdeep;time;14;3600.05;28123.25;2686.7;abcsuperprove;time;-1;3600.06;27899.81;4143.4;avy;time;-1;3600.10;14309.58;2847.0;blimc;time;14;3600.09;3599.55;279.8;conpcheck;time;14;3600.11;10798.42;1126.6;iimc;time;13;3600.14;28131.37;4151.9;iprover;time;14;3600.12;13943.16;127666.5;iproverdeep;time;14;3600.10;14491.44;108501.0;nuxmv;time;14;3600.08;14395.47;8058.0;nuxmvbmc;time;14;3600.08;3598.68;1229.1;pdtravdeep;sat;17;110.42;352.30;3111.2;pdtravthrd;sat;19;1018.33;6020.78;7209.2;shiftbmc;time;14;3600.02;3599.26;940.1;truss;time;14;3600.23;10865.91;5239.9
6s403rb1342;abcdeep;uns;-1;4.47;4.83;540.9;abcsuperprove;uns;-1;1.81;2.54;783.6;avy;uns;-1;6.24;5.01;46.0;blimc;time;122;3600.03;3599.01;563.3;conpcheck;uns;-1;3.15;5.86;122.8;iimc;uns;-1;0.79;0.69;57.1;iprover;uns;-1;19.81;130.71;6621.4;iproverdeep;time;154;3600.02;7145.92;95824.4;nuxmv;uns;-1;2.65;5.64;451.1;nuxmvbmc;time;262;3600.03;3599.72;2657.4;pdtravdeep;uns;-1;4.70;3.69;186.2;pdtravthrd;uns;-1;3.91;3.79;267.5;shiftbmc;unk;1000;7.17;6.68;52.5;truss;uns;-1;4.09;10.47;506.7
6s404rb1;abcdeep;uns;-1;11.28;37.07;1452.8;abcsuperprove;uns;-1;5.71;28.12;1901.8;avy;uns;-1;27.66;25.64;449.5;blimc;time;23;3600.04;3599.20;674.0;conpcheck;uns;-1;10.82;26.47;200.7;iimc;uns;-1;713.22;5361.60;3037.3;iprover;time;20;3600.10;20572.39;127727.7;iproverdeep;time;13;3600.02;14492.25;96465.0;nuxmv;uns;-1;40.54;157.81;1363.2;nuxmvbmc;time;56;3600.09;3599.27;2193.3;pdtravdeep;time;-1;3600.48;14160.60;9772.6;pdtravthrd;uns;-1;56.51;81.68;2598.4;shiftbmc;time;52;3600.09;3599.43;2057.4;truss;uns;-1;71.00;238.94;1778.6
6s404rb4;abcdeep;uns;-1;11.28;42.52;1418.0;abcsuperprove;uns;-1;10.91;98.45;2069.6;avy;uns;-1;31.35;25.84;570.4;blimc;time;22;3600.04;3599.16;646.1;conpcheck;uns;-1;25.50;71.79;217.3;iimc;uns;-1;1168.93;8979.78;3184.5;iprover;time;15;3600.08;20842.69;127555.7;iproverdeep;time;15;3600.08;14487.67;95256.2;nuxmv;uns;-1;86.89;345.74;1567.0;nuxmvbmc;time;62;3600.03;3599.13;2361.9;pdtravdeep;time;-1;3600.50;14149.83;9844.3;pdtravthrd;uns;-1;88.50;239.19;3115.3;shiftbmc;time;51;3600.04;3599.17;1909.7;truss;uns;-1;208.02;644.66;1861.8
6s406rb067;abcdeep;uns;-1;5.95;7.11;667.5;abcsuperprove;uns;-1;3.95;7.12;1310.2;avy;uns;-1;19.78;18.33;286.5;blimc;time;64;3600.09;3599.54;1186.0;conpcheck;uns;-1;2.21;1.95;161.8;iimc;uns;-1;1776.47;4174.77;10837.9;iprover;time;42;3600.21;11324.24;127625.1;iproverdeep;time;46;3600.03;11678.81;116155.0;nuxmv;uns;-1;7.83;28.54;1151.0;nuxmvbmc;time;636;3600.05;3598.83;15187.5;pdtravdeep;time;-1;3602.22;13118.03;37623.9;pdtravthrd;uns;-1;25.72;36.17;2414.4;shiftbmc;unk;1000;1171.85;1170.78;24176.8;truss;uns;-1;51.03;179.14;1762.0
6s41;abcdeep;sat;73;22.77;165.77;530.7;abcsuperprove;sat;73;20.54;114.00;813.5;avy;sat;73;53.85;213.07;328.8;blimc;sat;73;185.62;184.87;49.0;conpcheck;sat;73;269.30;801.36;178.8;iimc;sat;73;83.02;646.33;267.0;iprover;time;72;3600.07;23857.28;127615.3;iproverdeep;time;63;3600.04;14491.05;89189.3;nuxmv;sat;73;52.51;204.56;272.5;nuxmvbmc;sat;73;52.24;51.65;146.1;pdtravdeep;sat;75;33.73;123.30;1104.9;pdtravthrd;sat;73;36.02;194.22;1260.2;shiftbmc;sat;73;44.93;43.85;87.7;truss;time;68;3600.15;10829.51;2170.9
6s42;abcdeep;time;40;3600.09;28718.49;2006.7;abcsuperprove;time;-1;3600.05;18703.82;2803.8;avy;time;-1;3600.11;14393.51;1585.3;blimc;time;39;3600.11;3599.53;128.5;conpcheck;time;33;3600.09;10799.22;362.4;iimc;time;34;3600.13;28772.32;1657.3;iprover;time;31;3600.21;23591.88;112158.9;iproverdeep;time;30;3600.04;12346.65;92288.0;nuxmv;time;36;3600.04;14396.60;1581.3;nuxmvbmc;time;36;3600.09;3599.63;536.2;pdtravdeep;time;-1;3601.30;14381.47;24922.5;pdtravthrd;time;-1;3600.37;21604.06;16553.2;shiftbmc;time;37;3600.04;3599.91;434.2;truss;time;24;3600.10;10830.82;2013.4
6s421rb083;abcdeep;uns;-1;2.17;2.96;326.7;abcsuperprove;uns;-1;0.33;0.63;496.0;avy;uns;-1;1.14;0.66;75.5;blimc;time;113;3600.03;3599.61;109.1;conpcheck;uns;-1;2.21;1.96;80.9;iimc;uns;-1;1.09;1.87;28.1;iprover;time;108;3600.03;25335.47;33995.0;iproverdeep;time;109;3600.02;14485.53;22435.0;nuxmv;uns;-1;2.17;6.88;146.1;nuxmvbmc;unk;1001;788.95;788.43;2510.0;pdtravdeep;time;272;3600.69;8699.81;19662.9;pdtravthrd;uns;-1;1.25;0.93;233.1;shiftbmc;unk;1000;292.67;292.05;170.0;truss;uns;-1;2.10;4.81;130.7
6s428rb098;abcdeep;uns;-1;1350.11;10632.95;1356.1;abcsuperprove;uns;-1;640.71;6374.07;2266.1;avy;uns;-1;482.59;1921.45;653.1;blimc;time;9;3600.07;3599.15;110.0;conpcheck;uns;-1;2194.81;6562.84;280.1;iimc;uns;-1;97.76;723.10;438.7;iprover;time;5;3600.04;25345.23;52354.4;iproverdeep;time;5;3600.07;14486.64;33550.0;nuxmv;time;7;3600.11;14399.09;1066.9;nuxmvbmc;time;5;3600.03;3599.83;298.7;pdtravdeep;time;-1;3600.32;14345.24;11950.7;pdtravthrd;uns;-1;818.54;5617.19;4083.1;shiftbmc;time;7;3600.06;3599.37;322.9;truss;uns;-1;205.57;663.86;509.6
6s44;abcdeep;time;40;3600.04;28713.93;2017.7;abcsuperprove;time;-1;3600.11;30354.32;3979.8;avy;time;-1;3600.06;14392.57;1741.2;blimc;time;38;3600.10;3599.15;143.1;conpcheck;time;32;3600.06;10798.16;368.9;iimc;time;34;3600.06;28770.53;1628.2;iprover;time;30;3600.16;23366.04;124920.5;iproverdeep;time;30;3600.07;14484.33;94268.0;nuxmv;time;36;3600.12;14396.89;1528.5;nuxmvbmc;time;36;3600.06;3599.02;518.8;pdtravdeep;time;-1;3600.93;14376.49;18654.8;pdtravthrd;time;-1;3600.37;21604.22;15322.0;shiftbmc;time;36;3600.07;3598.97;481.8;truss;time;27;3600.15;10833.43;1842.4
6s514r;abcdeep;time;20;3600.05;28786.32;1554.3;abcsuperprove;time;-1;3600.06;42881.80;4206.1;avy;time;-1;3600.03;14399.44;1495.2;blimc;time;21;3600.02;3599.37;107.0;conpcheck;time;16;3600.07;10798.62;395.4;iimc;time;17;3601.43;28193.26;17729.6;iprover;time;18;3600.04;25341.75;31691.8;iproverdeep;time;18;3600.10;14482.21;26014.3;nuxmv;time;18;3600.05;14397.78;417.1;nuxmvbmc;time;17;3600.03;3599.19;159.5;pdtravdeep;time;-1;3600.12;14392.34;1325.0;pdtravthrd;time;-1;3600.21;25142.29;7041.1;shiftbmc;time;18;3600.07;3599.16;518.8;truss;time;14;3600.16;10836.89;1750.6
6s515rb1;abcdeep;uns;-1;1.29;0.31;141.9;abcsuperprove;uns;-1;1.05;0.15;438.7;avy;uns;-1;0.45;0.12;22.2;blimc;unk;1000;29.83;29.58;63.3;conpcheck;uns;-1;3.06;1.96;67.9;iimc;uns;-1;0.21;0.00;0.0;iprover;time;1216;3600.10;15853.32;127670.1;iproverdeep;time;1232;3600.07;13602.48;127603.0;nuxmv;uns;-1;1.01;0.15;79.3;nuxmvbmc;unk;1001;2560.14;2558.99;726.8;pdtravdeep;time;-1;3600.52;14088.35;10673.4;pdtravthrd;uns;-1;1.28;0.75;232.7;shiftbmc;unk;1000;1.13;0.78;77.3;truss;uns;-1;0.56;0.57;78.0
6s516r;abcdeep;time;19;3600.11;28774.53;1582.5;abcsuperprove;time;-1;3600.06;42724.93;3636.3;avy;time;-1;3600.12;14394.82;1043.9;blimc;time;19;3600.08;3599.21;92.8;conpcheck;time;15;3600.08;10797.47;334.5;iimc;time;16;3600.13;28790.47;1088.4;iprover;time;17;3600.09;25341.32;33881.4;iproverdeep;time;16;3600.10;14482.83;26402.8;nuxmv;time;16;3600.04;14396.70;434.5;nuxmvbmc;time;16;3600.03;3599.37;180.6;pdtravdeep;time;-1;3600.05;14392.47;1529.9;pdtravthrd;time;-1;3600.23;21640.10;5760.9;shiftbmc;time;17;3600.09;3599.12;513.7;truss;time;12;3600.13;10848.46;1710.6
6s517rb0;abcdeep;time;17;3600.08;28744.39;1462.8;abcsuperprove;time;-1;3600.08;41585.99;3015.6;avy;time;-1;3600.10;14394.73;973.8;blimc;time;17;3600.11;3599.32;80.4;conpcheck;time;13;3600.09;10797.52;332.6;iimc;time;14;3600.11;28762.74;963.4;iprover;time;15;3600.03;25336.46;30914.5;iproverdeep;time;15;3600.04;14485.11;21068.0;nuxmv;time;11;3600.11;14397.67;569.0;nuxmvbmc;time;15;3600.10;3599.47;241.5;pdtravdeep;time;-1;3600.10;14392.23;1876.7;pdtravthrd;time;-1;3600.25;21633.51;8952.4;shiftbmc;time;15;3600.07;3599.11;465.4;truss;time;11;3600.10;10830.06;1914.6
abp4p2ff;abcdeep;sat;17;1.15;1.44;210.7;abcsuperprove;sat;17;1.25;3.20;623.0;avy;sat;17;0.93;1.16;152.4;blimc;sat;17;2.14;1.38;5.3;conpcheck;sat;36;3.84;4.28;77.6;iimc;sat;17;1.16;1.25;36.6;iprover;sat;17;7.44;46.79;2021.2;iproverdeep;sat;17;7.79;27.37;1201.9;nuxmv;sat;17;0.66;0.91;86.8;nuxmvbmc;sat;17;0.97;0.26;34.1;pdtravdeep;sat;19;3.74;9.81;514.4;pdtravthrd;sat;17;4.16;13.24;928.4;shiftbmc;sat;17;0.42;0.28;17.0;truss;sat;17;1.29;1.45;59.3
bc57sensorsp2;abcdeep;sat;104;15.31;102.09;552.5;abcsuperprove;sat;104;19.46;215.83;1070.0;avy;sat;104;22.71;89.08;529.0;blimc;sat;104;59.73;59.08;40.7;conpcheck;sat;104;142.93;422.82;141.7;iimc;sat;104;17.54;132.69;135.5;iprover;sat;104;553.15;3879.30;38123.7;iproverdeep;sat;104;1140.89;4579.51;41063.0;nuxmv;sat;104;22.80;88.86;174.2;nuxmvbmc;sat;104;22.21;21.55;90.3;pdtravdeep;sat;105;13.10;40.51;911.8;pdtravthrd;sat;104;33.55;157.79;1268.1;shiftbmc;sat;104;23.95;22.85;65.8;truss;sat;104;25.57;100.05;332.2
